Segmento	CNPJ	Nome
S5	1601342	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MICRO REGIÕES DE GOIÂNIA E ADJACENTES LTDA.
S5	71392047	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MONTE CARMELO E REGIÃO LTDA - SICOOB MONTECREDI
S5	24431221	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PACAJ� E REGIÃO - SICOOB TRANSAMAZ�NICA
S5	37631058	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.
S5	1009908	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED
S5	26960328	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARA�SO DO TOCANTINS E REGIÃO LTDA
S5	22749014	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARAOPEBA LTDA. - SICOOB CREDIPARAOPEBA
S5	65229254	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATROC�NIO E REGIÃO LTDA. - SICOOB COOPACREDI
S5	71441406	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL
S5	42934794	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIMENTA LTDA. - SICOOB CREDIPIMENTA
S5	5222094	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA
S5	4181542	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT
S5	66262643	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE POMP�U LTDA. - SICOOB CREDIP�U
S5	1608685	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO BRANCO LTDA
S5	9033698	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.
S5	73422792	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE RUBIATABA E REGIAO LTDA
S5	71154256	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SACRAMENTO LTDA. - SICOOB SACRAMENTO
S5	6910457	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO
S5	41707258	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANT�NIO DO MONTE LTDA.   SICOOB CREDIMONTE
S5	1374196	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO FRANCISCO DE SALES LTDA.- SICOOB CREDICOOPERTRIL
S5	41683228	COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE SAO GON�ALO DO PARA LTDA - SICOOB CREDISAOGON�ALO
S5	66402207	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI
S5	22753982	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SETE LAGOAS LTDA - SICOOB CREDISETE
S5	86564051	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE UNA� E NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS
S5	803287	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE VAZANTE LTDA. - SICOOB CREDIVAZ
S5	71243034	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ALTO E MEDIO JEQUITINHONHA LTDA - SICOOB CREDIJEQUITINHONHA
S5	1727929	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS
S5	41805003	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO SÃO FRANCISCO LTDA.
S5	16779741	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE
S5	3730508	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO GOIANO LTDA.
S5	3612764	COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO CENTRO LESTE DE RONDÔNIA LTDA - CREDISIS LESTE
S5	9403026	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO LESTE MARANHENSE   SICOOB CENTRO LESTE MARANHENSE
S5	2173447	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO NORDESTE MINEIRO LTDA - SICOOB CREDICENM
S5	2282709	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO
S5	26072728	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO OESTE MINEIRO LTDA.   SICOOB UNIÃO CENTRO OESTE
S5	2015588	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.
S5	71238232	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-OESTE DE MINAS LTDA - SICOOB CREDICARMOMINAS
S5	33579731	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-SUL GOIANO LTDA
S5	3941182	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CIRCUITO DAS MALHAS LTDA. - SICOOB CREDMALHAS
S5	13517050	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO AMAP� - SICOOB AMAP�
S5	83836114	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO PARÁ - SICOOB COOESA
S5	2931668	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO RIO DE JANEIRO - SICOOB FLUMINENSE
S5	25395435	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF
S5	1110032	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE MINEIRO LTDA.- UNICRED LESTE MINEIRO
S5	5241619	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT
S5	1644264	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI
S5	64276058	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS E SUL DA BAHIA LTDA - SICOOB CREDINORTE
S5	41753500	COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS LTDA - SICOOB CARLOS CHAGAS
S5	73398646	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORDESTE E CENTRO SUL DA BAHIA LTDA.   SICOOB COOPERE
S5	71154876	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO
S5	698609	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS LTDA. SICOOB CREDIPARNOR
S5	23623636	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT
S5	5582619	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ
S5	9424988	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE
S5	71297899	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA
S5	3732359	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PAJE�, AGRESTE E RECIFE - SICOOB PERNAMBUCO
S5	26178533	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL
S5	1667352	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS
S5	3632872	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZ�NIA LTDA. - SICOOB CREDISUL.
S5	24795049	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO
S5	3985375	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE RONDONIENSE LTDA. - CREDISIS ROLIMCREDI
S5	3427097	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL CATARINENSE � CECRISACRED
S5	1604998	COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS
S5	24048910	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL E SUDOESTE DE MINAS GERAIS, BAIXA MOGIANA E REGIÃO LTDA. - SICOOB CREDINTER
S5	68987	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TRI�NGULO MINEIRO E SUDESTE DE GOIÁS LTDA. - SICOOB ARACREDI
S5	86829827	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC
S5	19869338	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO A�O LTDA - SICOOB VALE DO A�O
S5	5244177	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO ARAGUAIA - SICOOB ARAGUAIA
S5	24830879	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.
S5	25404542	COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO GORUTUBA LTDA - SICOOB CREDIVAG
S5	5203605	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO JAMARI - SICOOB VALE DO JAMARI
S5	2309070	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED
S5	24799033	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.
S5	1637949	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA
S5	25683475	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO GRANDE LTDA. - SICOOB UBERABA
S5	968602	COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.
S5	4544165	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE MADEIRA-MAMOR� - SICOOB PORTOCREDI
S5	7108146	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE RIO CRIX�S LTDA.
S5	32430233	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA
S5	7318874	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO MÉDIO OESTE - SICOOB MÉDIO OESTE
S5	31815293	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE
S5	2876918	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE SUL DA BAHIA LTDA.   SICOOB NORTE SUL
S5	1259518	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIMAIS RIO CLARO LTDA - SICOOB UNIMAIS RIO CLARO
S5	32467086	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL
S5	32474884	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-LITORÂNEA DO ESPÍRITO SANTO
S5	815319	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO
S5	4876393	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS
S5	1703620	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO DO CENTRO OESTE DE MINAS LTDA
S5	8742188	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO
S5	25387655	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO MUCURI LTDA. - SICOOB CREDIVALE
S5	28572261	COOPERATIVA DE CREDITO DE MENDES LTDA
S5	41669227	COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRI�NGULO LTDA    SICOOB CREDITRIL
S5	2245493	COOPERATIVA DE CREDITO DE SALVADOR - SICREDI SALVADOR
S5	10548608	COOPERATIVA DE CRÉDITO DE SERVIDORES DA UESC - UESCOOP
S5	2674113	COOPERATIVA DE CRÉDITO DE SERVIDORES PÚBLICOS COOPERPLAN LTDA. - SICOOB COOPERPLAN
S5	17361536	COOPERATIVA DE CRÉDITO DE SERVIDORES PÚBLICOS E TRABALHADORES DA REDE DE ENSINO DA REGIÃO E COLAR METROPOLITANO DO VALE DO A�O LTDA. - SICOOB COSMIPA
S5	25387671	COOPERATIVA DE CRÉDITO DO ALTO PARNA�BA E REGIÃO LTDA.
S5	9576038	COOPERATIVA DE CRÉDITO DO CENTRO OESTE DE GOIAS - SICREDI CENTRO OESTE GO
S5	1187961	COOPERATIVA DE CRÉDITO DO DISTRITO FEDERAL E ENTORNO LTDA. - SICOOB
S5	7122321	COOPERATIVA DE CRÉDITO DO IGUAÇÚ INTEGRADO - SICOOB INTEGRADO
S5	5772229	COOPERATIVA DE CRÉDITO DO NOROESTE DO PARANÁ - SICOOB NOROESTE DO PARANÁ
S5	3461243	COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP
S5	81011686	COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE
S5	25420696	COOPERATIVA DE CRÉDITO DO OESTE MINEIRO E REGIÃO METROPOLITANA DE BELO HORIZONTE LTDA. - SICOOB CREDIOESTE
S5	3033469	COOPERATIVA DE CREDITO DO PLANALTO SUL - SICOOB CREDISSERRANA
S5	952415	COOPERATIVA DE CRÉDITO DO SERVIDOR FEDERAL LTDA   SICOOB CREDFAZ SERVIDOR FEDERAL
S5	3320525	COOPERATIVA DE CRÉDITO DO TRI�NGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP
S5	2883398	COOPERATIVA DE CRÉDITO DO VALE DO ITAJAÍ E VALE DO ITAPOC� - SICOOB MULTICREDI
S5	4237413	COOPERATIVA DE CRÉDITO DO VALE DO SÃO FRANCISCO - SICREDI VALE DO SÃO FRANCISCO
S5	3422007	COOPERATIVA DE CRÉDITO DOS BANC�RIOS DE SÃO PAULO E MUNIC�PIOS LIM�TROFES
S5	2295034	COOPERATIVA DE CRÉDITO DOS CORRETORES E DEMAIS T�CNICOS DE SEGUROS DO ESTADO DE SANTA CATARINA, E EMPRESÁRIOS DE BLUMENAU - SICOOB CREDICOR-SC
S5	19495266	COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA COMPANHIA INDUSTRIAL CATAGUASES E DA BAUMINAS LTDA. - COOPECIC
S5	62605290	COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPPO M&G NO BRASIL
S5	43730498	COOPERATIVA DE CRÉDITO DOS EMPREGADOS DE ELEVADORES ATLAS
S5	57996878	COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO AKZO NOBEL BRASIL - COOP AKZONOBEL
S5	977212	COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO COPERSUCAR E CTC - UNICOPER
S5	64293582	COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.
S5	42153585	COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO IRB-BRASIL RE LTDA.
S5	2405189	COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO SISTEMA FIESC - CREDIFIESC
S5	5888589	COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL
S5	10319386	COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE DOURADOS - SICOOB DOURADOS
S5	4406371	COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE GOIÂNIA LTDA.
S5	10808037	COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE MANAUS   SICOOB CREDEMPRESAS AM
S5	10311218	COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS EM TRANSPORTES RODOVI�RIOS DE FRANCISCO BELTR�O E REGIÃO - RODOCRÉDITO
S5	7469260	COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS INDUSTRIAIS VINCULADOS � FIEMG LTDA - SICOOB CREDIFIEMG
S5	44746352	COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA DE BARRA BONITA E REGIÃO
S5	53623781	COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA E AGROPECUARISTAS DA REGIÃO OESTE PAULISTA - SICOOB COOPCRED
S5	53776852	COOPERATIVA DE CREDITO DOS FORNECEDORES DE CANA E DEMAIS PRODUTORES RURAIS DO CENTRO DO ESTADO DE SAO PAULO - CREDICENTRO
S5	51010858	COOPERATIVA DE CRÉDITO DOS FUNCION�RIOS DA ABB - COOPERABB
S5	2208747	COOPERATIVA DE CRÉDITO DOS FUNCION�RIOS DAS  SECRETARIAS DA AGRICULTURA, MEIO AMBIENTE E DESENVOLVIMENTO AGR�COLA DO ESTADO DE SÃO PAULO - COOPERCERES
S5	3657230	COOPERATIVA DE CRÉDITO DOS FUNCION�RIOS DO GRUPO PPG
S5	25363615	COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICI�RIO E DAS INSTITUI��ES JUR�DICAS DA UNIÃO EM MINAS GERAIS LTDA.   SICOOB COOPJUS
S5	3519240	COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICI�RIO E DO MINIST�RIO P�BLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP
S5	7836458	COOPERATIVA DE CRÉDITO DOS LOJISTAS DO DISTRITO FEDERAL - SICOOB CREDILOJISTA
S5	5040680	COOPERATIVA DE CRÉDITO DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO LTDA. - MAGICREDI-RJ
S5	9552111	COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTI�A DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA.
S5	2833202	COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE VIT�RIA DA CONQUISTA
S5	71418784	COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO SUL DE MINAS LTDA. - UNICRED SUL DE MINAS
S5	73443863	COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA ? UNICRED BLUMENAU
S5	3055269	COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB UNIMAIS BANDEIRANTE
S5	8143326	COOPERATIVA DE CRÉDITO DOS MÉDICOS E PROFISSIONAIS DE SAÚDE DE SÃO LU�S - SICREDI SÃO LU�S
S5	26191078	COOPERATIVA DE CRÉDITO DOS MÉDICOS, DEMAIS PROFISSIONAIS DE SAÚDE E DOS EMPRESÁRIOS DA REGIÃO DO SUL DO MARANH�O - CREDI SUL DO MARANH�O
S5	74064502	COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA �REA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIAN�POLIS LTDA. - UNICRED FLORIAN�POLIS
S5	3234384	COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA �REA DE SAÚDE E EMPRESÁRIOS DA REGIÃO DOS CAMPOS GERAIS LTDA.
S5	36900256	COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO
S5	5740092	COOPERATIVA DE CRÉDITO DOS METAL�RGICOS DO ABC - CREDABC
S5	6324872	COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO NORTE DE MINAS LTDA - SICOOB CREDINOSSO
S5	50848910	COOPERATIVA DE CRÉDITO DOS PLANTADORES DE CANA DA REGIÃO DE LENÇÓIS PAULISTA
S5	2412022	COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA �REA DA SAÚDE DE FRANCISCO BELTR�O-PR E REGIÃO, UNIPRIME FRANCISCO BELTR�O
S5	70937271	COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES DO TRI�NGULO, CIRCUITO DAS �GUAS E CENTRO DE MINAS LTDA. - UNICRED MINEIRA
S5	1039011	COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, EMPRESÁRIOS E PROFESSORES DO OESTE E SERRA LTDA - UNICRED OESTE E SERRA
S5	2250781	COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE, DA EDUCAÇÃO, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO NORTE PAULISTA - SICOOB UNIMAIS NORTE PAULISTA
S5	71432926	COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE DO TRI�NGULO MINEIRO E SUL DE MINAS LTDA.
S5	3358914	COOPERATIVA DE CRÉDITO DOS PROPRIET�RIOS DA IND�STRIA DE ROCHAS ORNAMENTAIS, CAL E CALC�RIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS
S5	3102185	COOPERATIVA DE CRÉDITO DOS SERVIDORES DA UNIÃO NO NORDESTE - SICREDI FEDERALCRED NE
S5	83347294	COOPERATIVA DE CRÉDITO DOS SERVIDORES DO MINIST�RIO DA AGRICULTURA, PECU�RIA E ABASTECIMENTO NA REGIÃO METROPOLITANA DE BEL�M
S5	5728016	COOPERATIVA DE CRÉDITO DOS SERVIDORES DO MINIST�RIO DA SAÚDE EM MACEI� - SICREDI SAUDECRED
S5	21797311	COOPERATIVA DE CRÉDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU �RG�O AUXILIAR LTDA. - SICOOB COFAL
S5	20833976	COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE TIM�TEO LTDA. - COOPERTIM
S5	4321309	COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS NO ESTADO DA BAHIA LTDA. � SICOOB CRED EXECUTIVO
S5	19535009	COOPERATIVA DE CRÉDITO DOS TRANSPORTADORES RODOVI�RIOS E DE LOG�STICA DO RIO GRANDE DO SUL - TRANSULCRED
S5	4484490	COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP
S5	4463602	COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE SP
S5	57647653	COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DAS FLORES, DAS �GUAS E DOS VENTOS SP - SICREDI FOR�A DOS VENTOS SP
S5	7206072	COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO ALTO PARANAPANEMA - SICREDI CAPAL PR/SP
S5	78907607	COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO CENTRO SUL DO PARANÁ - SICREDI CENTRO SUL PR/SC
S5	79063574	COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP
S5	81115149	COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA - SICREDI GRANDES LAGOS PR/SP
S5	81192106	COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO NOSSA TERRA   SICREDI NOSSA TERRA PR/SP
S5	81206039	COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO RIO PARANÁ - SICREDI RIO PARANÁ PR/SP
S5	3065046	COOPERATIVA DE CRÉDITO E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP
S5	72128440	COOPERATIVA DE CREDITO E INVESTIMENTO DO RIO DE JANEIRO - SICREDI RIO
S5	4306351	COOPERATIVA DE CRÉDITO E INVESTIMENTO SICOOB INDEPEND�NCIA - SICOOB INDEPEND�NCIA
S5	77984870	COOPERATIVA DE CRÉDITO E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS �GUAS PR/SP
S5	81706616	COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE LIVRE ADMISSÃO DO VALE DO IVA� - SICREDI VALE DO IVA� PR
S5	7194313	COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE
S5	78825270	COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO
S5	4546162	COOPERATIVA DE CRÉDITO MÚTUO DE SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIFISCO
S5	5861932	COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA
S5	7070495	COOPERATIVA DE CRÉDITO MÚTUO DOS COMERCIANTES DE VE�CULOS, PE�AS E ACESS�RIOS PARA VE�CULOS DE CURITIBA E REGIÃO - SICREDI SINCOCRED PR
S5	8030602	COOPERATIVA DE CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO ESTADO DE SÃO PAULO - SICOOB CREDICOR/SP
S5	4853988	COOPERATIVA DE CRÉDITO MÚTUO DOS DENTISTAS E DEMAIS PROFISSIONAIS DA SAÚDE DE SÃO CARLOS - SICREDI SÃO CARLOS SP
S5	4715685	COOPERATIVA DE CRÉDITO MÚTUO DOS DESPACHANTES DE TR�NSITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CREDITRAN
S5	7753938	COOPERATIVA DE CRÉDITO MÚTUO DOS DISTRIBUIDORES DE BEBIDAS DO ESTADO DE SÃO PAULO - SICOOB CREDIBESP
S5	46642294	COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER
S5	55319370	COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA FIA��O ALPINA - COOPERALPINA
S5	58290800	COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION
